origen,destino,via,distancia_km,tiempo_min,costo_sol,congestion,demanda_zona
1103,788,Av. Colonial,0.5881,3.62,1.06,baja,muy_alta
1103,1369,Av. La Marina,0.5975,3.35,1.75,baja,muy_alta
1103,1191,Av. El Derby,0.6213,3.79,1.17,media,muy_alta
1104,1395,Av. Javier Prado,0.3432,2.67,0.84,alta,alta
1104,1398,Av. Primavera,0.8483,3.62,2.19,alta,alta
1104,1363,Av. Javier Prado,1.2671,5.99,2.75,alta,alta
1104,1076,Av. Colonial,1.353,6.19,2.51,media,alta
1104,660,Av. Santa Cruz,1.364,5.36,2.28,media,alta
1104,546,Av. La Encalada,1.5465,6.41,2.5,media,alta
1105,331,Av. Brasil,0.2624,1.85,0.74,alta,baja
1105,1370,Av. Salaverry,0.4813,2.59,1.74,media,baja
1105,111,Av. Salaverry,0.488,2.38,1.84,media,baja
1105,1243,Av. 28 de Julio,0.5028,2.71,1.18,alta,baja
1105,848,Av. Universitaria,0.5392,2.55,1.78,media,baja
1105,717,Av. Angamos,0.7014,2.45,2.22,baja,baja
1106,346,Av. Colonial,0.1297,2.08,1.13,alta,baja
1106,889,Av. Petit Thouars,0.1957,1.12,1.67,baja,baja
1106,141,Av. Benavides,0.4429,1.65,0.97,media,baja
1106,986,Av. Universitaria,0.5122,2.4,1.85,baja,baja
1106,174,Av. Universitaria,0.6789,3.19,1.23,baja,baja
1106,676,Av. Arequipa,0.9577,3.13,2.6,alta,baja
1107,1473,Av. Brasil,0.2379,2.42,1.61,baja,media
1107,158,Av. Arequipa,0.2509,2.44,1.13,alta,media
1107,1332,Av. Brasil,0.3642,2.12,0.99,media,media
1107,847,Av. El Derby,0.5415,2.04,1.75,alta,media
1107,534,Av. Aviacion,0.6216,3.3,1.49,alta,media
1107,794,Av. El Derby,0.7137,3.62,2.23,media,media
1108,1214,Av. Arequipa,0.3481,2.44,1.28,media,media
1108,654,Av. 28 de Julio,0.3557,2.09,1.68,media,media
1108,97,Av. Primavera,0.4065,2.28,0.81,baja,media
1108,335,Av. Primavera,0.4114,2.66,1.1,media,media
1108,444,Av. Brasil,0.417,1.8,0.85,baja,media
1108,70,Av. Benavides,0.477,1.83,1.06,baja,media
1109,1121,Av. El Derby,0.3772,2.11,1.23,media,baja
1109,672,Av. Tomas Marsano,0.4309,1.69,0.89,media,baja
1109,315,Av. Tomas Marsano,0.5468,2.04,1.82,baja,baja
1109,139,Av. Caminos del Inca,0.5954,3.07,1.94,baja,baja
1109,57,Av. Colonial,0.6564,3.12,1.53,alta,baja
1109,1311,Via Expresa,1.0067,3.94,2.39,alta,baja
1110,950,Av. La Marina,0.3034,2.59,0.7,baja,muy_alta
1110,1188,Av. Arequipa,0.3218,3.11,1.84,alta,muy_alta
1110,148,Av. Javier Prado,0.3269,3.52,0.78,alta,muy_alta
1110,19,Av. El Derby,0.332,3.14,1.26,media,muy_alta
1110,497,Av. Brasil,0.336,3.17,1.33,baja,muy_alta
1110,1367,Av. 28 de Julio,0.3415,3.04,1.58,baja,muy_alta
1111,948,Av. Santa Cruz,0.473,3.0,1.04,alta,media
1111,53,Av. Santa Cruz,0.5489,2.03,1.71,baja,media
1111,977,Av. Aviacion,0.7267,2.85,1.46,alta,media
1111,1038,Av. Angamos,0.7383,3.34,1.74,baja,media
1111,973,Av. Aviacion,0.7964,3.4,1.4,media,media
1111,607,Av. Salaverry,0.8168,3.57,2.19,media,media
1112,259,Av. Brasil,0.0709,1.81,1.05,baja,media
1112,1138,Av. Salaverry,0.2121,1.39,0.75,media,media
1112,648,Av. Salaverry,0.3841,1.93,0.9,alta,media
1112,1307,Av. Salaverry,0.4615,2.23,1.12,alta,media
1112,530,Av. Tomas Marsano,0.4734,3.2,2.06,alta,media
1112,542,Av. Larco,0.4816,1.97,2.0,baja,media
1113,872,Av. La Marina,0.308,2.53,1.69,baja,baja
1113,1050,Av. Javier Prado,0.3096,2.39,1.7,baja,baja
1113,919,Av. Santa Cruz,0.3808,2.37,1.58,alta,baja
1113,246,Av. Primavera,0.434,2.54,1.29,media,baja
1113,696,Av. Santa Cruz,0.8837,2.56,1.78,media,baja
1113,1221,Av. Brasil,1.0307,3.37,1.92,baja,baja
1114,471,Via Expresa,0.181,1.45,1.65,baja,baja
1114,1161,Av. Santa Cruz,0.4503,2.84,1.99,alta,baja
1114,597,Av. Primavera,0.5035,3.1,1.87,alta,baja
1114,764,Av. Larco,0.5787,2.97,1.93,media,baja
1114,694,Av. Javier Prado,0.701,2.07,2.26,alta,baja
1114,944,Av. Angamos,0.7275,3.49,1.56,media,baja
1115,224,Via Expresa,0.1247,1.5,0.54,alta,baja
1115,501,Av. La Encalada,0.3412,2.09,1.26,baja,baja
1115,971,Av. Aviacion,0.373,2.4,1.84,alta,baja
1115,1494,Av. Arequipa,0.5156,2.56,1.84,baja,baja
1115,941,Av. 28 de Julio,0.5177,2.3,1.82,baja,baja
1115,104,Av. La Marina,0.5555,3.05,1.75,alta,baja
1116,1225,Av. La Encalada,0.2357,1.43,0.6,media,baja
1116,447,Av. Salaverry,0.4766,2.96,1.62,media,baja
1116,34,Av. Benavides,0.7287,2.72,2.14,alta,baja
1116,876,Av. Aviacion,0.7775,3.07,1.66,baja,baja
1116,1042,Av. Salaverry,0.7983,2.44,2.24,media,baja
1116,182,Av. El Derby,1.0089,3.09,1.56,baja,baja
1117,1252,Av. El Derby,0.0887,2.05,0.67,baja,baja
1117,753,Av. Santa Cruz,0.5431,1.64,1.66,alta,baja
1117,1496,Av. El Derby,0.5638,3.11,1.83,baja,baja
1117,996,Av. Petit Thouars,0.5719,1.72,1.87,baja,baja
1117,537,Av. La Encalada,0.6631,2.92,1.9,baja,baja
1117,301,Av. El Derby,0.7231,3.11,1.41,alta,baja
1118,1094,Av. Benavides,0.4249,2.87,1.46,media,media
1118,101,Av. La Marina,0.5766,3.15,2.12,alta,media
1118,736,Av. Larco,0.5807,2.29,1.98,baja,media
1118,733,Av. Petit Thouars,0.6083,3.42,1.9,baja,media
1118,750,Av. Colonial,0.6211,3.21,1.87,alta,media
1118,494,Av. Arequipa,0.6427,3.05,1.27,baja,media
1119,1485,Av. La Marina,0.1748,2.34,1.49,alta,muy_alta
1119,1127,Av. Benavides,0.2876,2.38,1.49,baja,muy_alta
1119,1013,Av. Brasil,0.2994,3.11,1.7,baja,muy_alta
1119,1233,Av. Universitaria,0.3519,3.62,1.73,alta,muy_alta
1119,803,Av. Arequipa,0.555,4.29,1.75,media,muy_alta
1119,1158,Av. Petit Thouars,0.5841,3.79,1.35,baja,muy_alta
1120,1020,Av. Javier Prado,0.4249,2.27,1.86,baja,media
1120,1038,Av. Angamos,0.4407,2.09,1.37,alta,media
1120,783,Av. Universitaria,0.4724,2.06,0.89,baja,media
1120,973,Av. La Encalada,0.488,2.5,2.08,alta,media
1120,829,Av. Arequipa,0.5621,3.07,1.91,alta,media
1120,608,Av. Javier Prado,0.5672,2.2,1.08,media,media
1121,315,Av. Universitaria,0.2202,2.31,1.06,media,baja
1121,139,Via Expresa,0.3021,1.54,1.63,baja,baja
1121,1109,Av. Salaverry,0.3772,1.51,1.25,baja,baja
1121,57,Av. Larco,0.6816,2.3,1.43,media,baja
1121,672,Av. 28 de Julio,0.7337,2.28,2.09,media,baja
1121,1006,Av. 28 de Julio,1.0232,2.56,2.52,alta,baja
1122,993,Av. Santa Cruz,0.265,1.45,1.3,baja,media
1122,1075,Av. Brasil,0.3394,2.39,0.96,alta,media
1122,26,Av. El Derby,0.36,3.06,1.3,media,media
1122,324,Av. Javier Prado,0.3911,3.12,1.85,media,media
1122,1489,Via Expresa,0.5037,3.3,1.96,media,media
1122,66,Av. Caminos del Inca,0.519,2.59,1.56,alta,media
1123,411,Av. Santa Cruz,0.2485,1.81,0.72,baja,baja
1123,711,Via Expresa,0.2836,1.9,1.67,media,baja
1123,883,Av. Caminos del Inca,0.5202,2.58,1.57,alta,baja
1123,1340,Av. Angamos,0.6111,2.98,1.73,alta,baja
1123,709,Av. Brasil,0.7171,2.15,2.09,media,baja
1123,693,Av. La Marina,0.7691,2.83,1.27,alta,baja
1124,401,Av. Angamos,0.1992,1.5,1.48,baja,baja
1124,1254,Av. Petit Thouars,0.9584,3.9,2.62,media,baja
1124,2,Av. Primavera,1.3517,4.53,2.47,media,baja
1124,160,Av. Salaverry,1.7853,6.07,3.5,baja,baja
1124,354,Av. 28 de Julio,1.8237,4.42,3.42,alta,baja
1124,787,Av. La Encalada,1.9528,5.94,3.78,baja,baja
1125,372,Av. Brasil,0.247,2.06,1.42,media,baja
1125,1240,Av. Petit Thouars,0.2534,1.21,1.33,baja,baja
1125,1357,Av. Larco,0.6366,2.38,1.42,baja,baja
1125,219,Av. Brasil,0.6415,1.9,1.9,alta,baja
1125,1230,Av. Brasil,0.6462,2.72,1.1,media,baja
1125,1290,Av. Brasil,0.8701,2.64,2.3,alta,baja
1126,524,Av. Caminos del Inca,0.2988,1.31,1.19,media,baja
1126,59,Av. Brasil,0.5554,2.57,2.13,baja,baja
1126,322,Via Expresa,0.8293,2.56,1.84,alta,baja
1126,551,Av. Universitaria,0.8348,3.29,1.58,media,baja
1126,486,Av. Brasil,0.9038,3.35,1.54,alta,baja
1126,273,Av. 28 de Julio,0.9353,3.89,2.53,alta,baja
1127,1119,Av. 28 de Julio,0.2876,1.76,1.11,media,media
1127,1081,Av. La Encalada,0.4195,1.64,1.94,baja,media
1127,1485,Av. Santa Cruz,0.4622,2.15,0.89,alta,media
1127,1326,Av. Universitaria,0.4961,3.03,0.92,alta,media
1127,1233,Av. 28 de Julio,0.5545,2.64,2.1,baja,media
1127,1013,Av. Brasil,0.5675,2.93,1.04,baja,media
1128,380,Av. Arequipa,0.3606,2.55,1.46,baja,baja
1128,771,Av. Universitaria,0.4748,2.47,1.85,baja,baja
1128,945,Av. Colonial,0.5253,2.78,1.9,media,baja
1128,904,Av. Primavera,0.6138,2.36,2.14,baja,baja
1128,325,Av. Arequipa,0.7328,2.22,1.34,alta,baja
1128,850,Via Expresa,0.8324,3.7,1.58,media,baja
1129,68,Av. Santa Cruz,0.1393,1.85,0.99,media,alta
1129,77,Av. Brasil,0.2171,2.1,0.58,alta,alta
1129,276,Av. Tomas Marsano,0.2317,1.79,0.97,media,alta
1129,983,Av. Universitaria,0.267,2.78,1.17,media,alta
1129,352,Av. Angamos,0.285,2.71,1.66,alta,alta
1129,245,Av. Arequipa,0.3159,2.26,1.1,alta,alta
1130,786,Av. Aviacion,0.3416,3.04,1.52,media,muy_alta
1130,703,Av. Caminos del Inca,0.4787,3.32,1.04,baja,muy_alta
1130,297,Av. Larco,0.5224,3.83,1.57,media,muy_alta
1130,457,Av. Caminos del Inca,0.5738,4.62,1.99,baja,muy_alta
1130,692,Av. Petit Thouars,0.6641,4.19,1.58,baja,muy_alta
1130,1155,Av. Aviacion,0.6839,4.85,2.3,alta,muy_alta
1131,172,Av. Colonial,0.3843,1.36,1.82,media,baja
1131,52,Av. La Encalada,0.5534,1.61,1.93,alta,baja
1131,940,Av. Caminos del Inca,0.5654,2.69,2.06,media,baja
1131,0,Av. Santa Cruz,0.6431,2.58,1.93,baja,baja
1131,1051,Av. Brasil,0.6663,2.82,2.22,baja,baja
1131,33,Av. Benavides,0.7241,3.06,1.62,baja,baja
1132,23,Av. Aviacion,0.1694,1.41,0.51,baja,alta
1132,1008,Av. Javier Prado,0.5027,3.27,1.62,alta,alta
1132,15,Av. Larco,0.5247,3.49,1.05,alta,alta
1132,1328,Av. Santa Cruz,0.5344,3.47,1.93,media,alta
1132,43,Av. Larco,0.5452,2.48,1.09,baja,alta
1132,100,Av. 28 de Julio,0.5641,3.97,2.15,media,alta
1133,211,Via Expresa,0.2034,2.14,1.05,baja,media
1133,171,Av. Arequipa,0.2832,1.43,0.96,alta,media
1133,66,Av. Benavides,0.4265,2.72,1.15,alta,media
1133,1489,Av. Santa Cruz,0.4452,1.94,1.59,media,media
1133,1289,Av. El Derby,0.4527,2.56,1.13,baja,media
1133,218,Av. El Derby,0.6225,2.91,1.36,baja,media
1134,712,Av. Universitaria,0.2376,1.67,1.62,media,media
1134,661,Av. Santa Cruz,0.279,2.17,1.61,media,media
1134,1062,Av. Benavides,0.3462,2.71,1.75,baja,media
1134,102,Av. Larco,0.4512,2.26,1.28,baja,media
1134,1424,Av. Brasil,0.473,1.89,1.84,baja,media
1134,748,Av. Aviacion,0.5064,2.26,1.28,baja,media
1135,1213,Av. Larco,0.2922,1.45,1.15,media,media
1135,764,Av. Larco,0.5039,2.57,1.67,media,media
1135,359,Av. La Marina,0.521,2.59,1.99,baja,media
1135,597,Av. Colonial,0.6319,2.58,1.29,baja,media
1135,638,Av. Benavides,0.7717,3.7,1.5,baja,media
1135,197,Av. Colonial,0.8263,4.46,1.66,media,media
1136,668,Av. Arequipa,0.4993,2.05,2.01,baja,baja
1136,503,Av. 28 de Julio,0.5694,1.93,1.36,alta,baja
1136,442,Av. Tomas Marsano,0.7317,2.53,2.28,alta,baja
1136,831,Av. Petit Thouars,0.7365,3.57,2.22,alta,baja
1136,1251,Av. Brasil,0.8227,2.56,1.7,baja,baja
1136,254,Av. Larco,0.8565,3.88,2.35,alta,baja
1137,1005,Av. Santa Cruz,0.1466,1.8,0.85,baja,baja
1137,910,Av. Aviacion,0.3918,1.9,1.83,alta,baja
1137,465,Av. Universitaria,1.006,3.98,1.89,baja,baja
1137,1049,Via Expresa,1.1265,3.22,2.74,baja,baja
1137,1197,Av. Tomas Marsano,1.1556,4.28,1.73,baja,baja
1137,209,Av. El Derby,1.2188,3.32,1.93,media,baja
1138,259,Av. Colonial,0.1576,1.47,0.72,media,media
1138,1112,Via Expresa,0.2121,1.45,1.03,alta,media
1138,648,Av. La Encalada,0.2433,1.55,1.59,baja,media
1138,1498,Av. Javier Prado,0.3538,2.31,1.0,baja,media
1138,838,Av. Larco,0.454,2.88,0.95,alta,media
1138,1307,Av. Colonial,0.5575,3.37,1.02,alta,media
1139,1004,Av. Salaverry,0.239,2.31,1.47,media,alta
1139,871,Av. Universitaria,0.2745,1.93,1.04,media,alta
1139,1206,Av. Javier Prado,0.3844,3.35,1.8,baja,alta
1139,293,Av. La Encalada,0.3939,3.04,1.2,alta,alta
1139,149,Via Expresa,0.4212,2.83,1.18,baja,alta
1139,834,Av. La Encalada,0.4249,3.65,1.35,alta,alta
1140,1300,Av. El Derby,0.3653,2.49,1.46,baja,baja
1140,76,Av. Colonial,0.5357,2.72,1.23,media,baja
1140,386,Av. Aviacion,0.5784,1.9,1.87,baja,baja
1140,632,Av. Brasil,0.8594,2.46,1.49,media,baja
1140,1149,Av. 28 de Julio,1.0444,3.51,1.86,alta,baja
1140,1241,Av. 28 de Julio,1.1236,3.42,1.73,alta,baja
1141,1350,Av. Petit Thouars,0.5364,2.05,1.98,alta,baja
1141,810,Av. Primavera,0.7816,2.74,1.5,alta,baja
1141,1411,Av. Benavides,0.783,2.69,1.9,baja,baja
1141,124,Av. La Encalada,0.8829,3.37,2.07,alta,baja
1141,671,Av. Larco,1.0168,3.84,2.66,alta,baja
1141,379,Av. Angamos,1.0671,2.83,2.12,alta,baja
1142,1043,Av. Arequipa,0.0641,1.11,0.44,alta,muy_alta
1142,148,Av. Arequipa,0.203,2.29,0.63,media,muy_alta
1142,651,Av. El Derby,0.349,2.56,1.34,media,muy_alta
1142,1367,Av. Javier Prado,0.3544,3.09,1.69,alta,muy_alta
1142,1188,Av. Javier Prado,0.3622,3.27,1.57,alta,muy_alta
1142,129,Av. Larco,0.3827,3.9,1.64,baja,muy_alta
1143,1103,Av. El Derby,0.3232,2.06,1.08,media,alta
1143,788,Av. 28 de Julio,0.3251,1.96,1.6,media,alta
1143,1369,Av. Santa Cruz,0.4487,2.64,1.49,alta,alta
1143,470,Av. Salaverry,0.4515,2.21,1.33,alta,alta
1143,669,Av. Benavides,0.4656,2.33,1.46,media,alta
1143,1195,Av. Aviacion,0.4855,3.15,1.88,alta,alta
1144,1368,Av. Santa Cruz,0.3311,2.28,1.11,alta,media
1144,117,Av. Salaverry,0.3956,2.93,1.73,alta,media
1144,1157,Av. La Marina,0.4147,2.75,1.65,alta,media
1144,406,Av. Aviacion,0.5533,3.15,1.59,baja,media
1144,359,Av. Tomas Marsano,0.5882,3.26,1.58,alta,media
1144,563,Av. Santa Cruz,0.737,3.37,1.99,media,media
1145,405,Av. El Derby,0.2241,2.44,1.38,media,alta
1145,762,Av. Brasil,0.2774,1.65,1.7,media,alta
1145,1055,Av. Benavides,0.3152,2.44,0.71,media,alta
1145,1420,Av. Brasil,0.3798,2.78,0.89,baja,alta
1145,1156,Via Expresa,0.5554,2.84,1.61,media,alta
1145,507,Av. Salaverry,0.5815,3.62,1.89,alta,alta
1146,37,Av. La Marina,0.0753,1.64,1.09,alta,media
1146,571,Av. Larco,0.3053,2.49,1.22,alta,media
1146,1383,Av. Santa Cruz,0.3119,1.63,1.78,alta,media
1146,730,Av. Primavera,0.3653,2.92,0.87,baja,media
1146,170,Av. Javier Prado,0.3815,2.41,1.75,media,media
1146,1236,Av. Larco,0.5803,2.0,1.15,media,media
1147,1315,Av. El Derby,0.0763,1.01,1.13,media,media
1147,1159,Av. Primavera,0.2359,1.9,1.78,baja,media
1147,953,Av. Petit Thouars,0.2656,1.85,0.79,media,media
1147,435,Av. Petit Thouars,0.3121,1.79,1.84,media,media
1147,1173,Av. Angamos,0.4673,3.01,1.88,media,media
1147,29,Av. Colonial,0.6879,3.55,2.22,media,media
1148,1384,Av. Tomas Marsano,0.1637,2.18,1.4,alta,baja
1148,480,Av. El Derby,0.3445,2.19,1.25,alta,baja
1148,550,Av. La Encalada,0.4373,2.09,1.37,alta,baja
1148,843,Av. Tomas Marsano,0.797,2.37,2.32,alta,baja
1148,1385,Av. Larco,0.9306,2.94,2.05,alta,baja
1148,606,Av. El Derby,1.0517,2.88,2.28,alta,baja
1149,1241,Av. Tomas Marsano,0.1395,1.26,0.95,media,baja
1149,632,Av. Petit Thouars,0.3694,2.49,0.94,baja,baja
1149,1041,Av. El Derby,0.4717,2.95,0.92,alta,baja
1149,76,Av. Santa Cruz,0.516,2.89,1.89,media,baja
1149,1300,Av. Tomas Marsano,0.7332,2.83,1.82,alta,baja
1149,386,Av. El Derby,0.8589,3.64,1.98,baja,baja
1150,1335,Av. Benavides,0.3883,2.16,1.44,alta,baja
1150,138,Av. Angamos,0.4362,1.6,1.78,alta,baja
1150,1298,Av. Angamos,0.6471,2.24,1.34,media,baja
1150,219,Av. El Derby,0.6556,2.0,1.95,baja,baja
1150,155,Av. La Marina,0.6812,2.36,1.58,media,baja
1150,462,Av. Salaverry,0.7563,2.54,1.79,media,baja
1151,1382,Av. Salaverry,0.1623,1.91,0.64,alta,baja
1151,561,Av. Javier Prado,0.2305,1.71,1.47,alta,baja
1151,1338,Av. Salaverry,0.2706,1.76,1.81,alta,baja
1151,1185,Via Expresa,0.3419,2.7,1.19,alta,baja
1151,753,Av. Aviacion,0.471,2.76,1.69,alta,baja
1151,1339,Av. Salaverry,0.4975,1.92,1.03,alta,baja
1152,619,Via Expresa,0.1697,1.7,0.61,alta,baja
1152,721,Av. Aviacion,0.3645,1.53,0.81,alta,baja
1152,1336,Av. La Encalada,0.3656,2.44,1.78,media,baja
1152,1372,Av. Aviacion,0.3999,1.71,1.82,baja,baja
1152,1415,Av. Larco,0.5721,2.76,1.79,baja,baja
1152,518,Av. Santa Cruz,0.7069,1.98,2.03,alta,baja
1153,886,Av. Primavera,0.235,1.93,1.16,media,baja
1153,854,Av. Larco,0.4949,1.75,1.02,baja,baja
1153,992,Av. Arequipa,0.5908,2.14,1.06,media,baja
1153,5,Av. Larco,0.6062,2.54,1.48,alta,baja
1153,1376,Av. Primavera,0.7707,2.49,2.39,alta,baja
1153,436,Av. Brasil,0.8229,3.06,2.46,baja,baja
1154,706,Av. Universitaria,0.2184,1.3,0.63,alta,media
1154,1408,Av. Colonial,0.2288,1.49,1.73,media,media
1154,391,Av. Angamos,0.3012,2.22,0.67,alta,media
1154,795,Av. Javier Prado,0.3165,1.83,1.83,baja,media
1154,1317,Via Expresa,0.3904,2.27,0.96,media,media
1154,1270,Av. Benavides,0.43,1.97,1.5,baja,media
1155,692,Av. Brasil,0.3482,2.96,1.61,baja,muy_alta
1155,1390,Av. Petit Thouars,0.4782,4.0,1.95,baja,muy_alta
1155,1233,Av. La Marina,0.584,3.38,2.0,alta,muy_alta
1155,732,Av. Benavides,0.6075,4.27,1.79,media,muy_alta
1155,1127,Av. Benavides,0.6133,4.39,2.17,baja,muy_alta
1155,1089,Av. Aviacion,0.6374,4.12,2.08,baja,muy_alta
1156,1420,Av. Angamos,0.1984,2.32,1.01,media,alta
1156,405,Av. Petit Thouars,0.3484,3.03,0.8,alta,alta
1156,343,Via Expresa,0.4239,3.35,1.07,media,alta
1156,507,Av. La Encalada,0.4958,2.85,1.66,media,alta
1156,235,Av. Arequipa,0.5527,2.89,1.56,media,alta
1156,1145,Av. Primavera,0.5554,3.34,1.4,baja,alta
1157,214,Av. Aviacion,0.3592,2.46,0.85,media,media
1157,1144,Av. Santa Cruz,0.4147,2.26,1.43,media,media
1157,977,Av. Angamos,0.5099,2.92,1.85,baja,media
1157,359,Av. Petit Thouars,0.627,2.31,1.36,baja,media
1157,1368,Av. Angamos,0.6759,2.47,2.18,alta,media
1157,117,Av. Javier Prado,0.7221,3.35,2.0,media,media
1158,1083,Av. El Derby,0.248,1.26,0.94,media,media
1158,803,Av. Javier Prado,0.3601,2.97,1.06,alta,media
1158,845,Av. 28 de Julio,0.3606,1.74,0.84,media,media
1158,1485,Via Expresa,0.464,2.17,1.98,media,media
1158,1013,Av. Santa Cruz,0.5388,3.18,1.18,baja,media
1158,663,Av. Brasil,0.5631,2.87,2.06,alta,media
1159,1147,Av. Brasil,0.2359,1.94,0.77,media,media
1159,1173,Via Expresa,0.2477,2.28,1.29,baja,media
1159,435,Av. Brasil,0.2502,1.41,1.64,alta,media
1159,1315,Av. Caminos del Inca,0.3096,1.63,1.0,baja,media
1159,953,Av. La Encalada,0.4977,2.62,1.07,media,media
1159,29,Av. Salaverry,0.5434,1.97,1.67,alta,media
1160,625,Av. Tomas Marsano,0.1383,1.57,1.65,alta,media
1160,907,Av. Benavides,0.1629,1.0,1.57,baja,media
1160,682,Av. Colonial,0.2117,1.23,1.59,media,media
1160,776,Av. Petit Thouars,0.3202,2.64,1.67,baja,media
1160,1190,Av. Javier Prado,0.3659,2.74,1.12,alta,media
1160,1432,Av. Javier Prado,0.3893,1.73,1.05,media,media
1161,764,Av. Primavera,0.4112,2.66,1.82,baja,baja
1161,471,Av. Caminos del Inca,0.4288,1.53,1.14,media,baja
1161,1114,Av. Universitaria,0.4503,2.86,1.77,alta,baja
1161,279,Av. Tomas Marsano,0.6074,2.51,1.57,alta,baja
1161,944,Av. Benavides,0.6646,2.57,1.7,media,baja
1161,597,Av. Salaverry,0.7335,3.42,1.71,alta,baja
1162,1435,Av. Tomas Marsano,0.6503,2.91,1.9,baja,baja
1162,1217,Av. Aviacion,0.7657,2.62,1.69,alta,baja
1162,1324,Av. Aviacion,0.8213,2.69,2.15,media,baja
1162,116,Av. Primavera,1.0237,4.42,2.68,media,baja
1162,975,Av. Salaverry,1.0539,3.33,2.55,media,baja
1162,296,Av. Javier Prado,1.0733,4.22,2.15,media,baja
1163,1334,Av. La Encalada,0.4559,2.95,1.17,alta,baja
1163,1466,Av. Benavides,0.471,1.57,0.88,baja,baja
1163,937,Av. Larco,0.5791,2.72,1.62,baja,baja
1163,164,Av. Brasil,0.7167,3.5,2.08,alta,baja
1163,1215,Av. La Encalada,0.8998,3.07,2.45,baja,baja
1163,769,Av. Salaverry,0.9161,2.71,1.73,alta,baja
1164,842,Av. Brasil,0.2892,1.59,1.7,baja,baja
1164,1480,Av. Javier Prado,0.3,1.53,0.87,baja,baja
1164,1018,Av. Brasil,0.3618,2.68,1.29,baja,baja
1164,588,Via Expresa,0.3888,2.55,1.51,alta,baja
1164,1283,Av. Caminos del Inca,0.6462,2.32,1.16,media,baja
1164,300,Av. Brasil,0.7409,2.24,2.33,media,baja
1165,697,Av. Colonial,0.3765,2.1,1.18,media,baja
1165,22,Av. Colonial,0.4167,2.1,1.57,alta,baja
1165,817,Av. Petit Thouars,0.4343,2.6,0.91,media,baja
1165,1495,Av. 28 de Julio,0.4672,2.74,1.92,media,baja
1165,1353,Via Expresa,0.5936,2.59,1.57,media,baja
1165,958,Via Expresa,0.7623,3.6,2.05,baja,baja
1166,906,Via Expresa,0.1002,1.79,1.28,baja,media
1166,1446,Av. Benavides,0.2442,2.03,1.35,baja,media
1166,1282,Av. Tomas Marsano,0.4628,3.2,1.33,baja,media
1166,378,Av. Angamos,0.6027,3.2,1.84,alta,media
1166,491,Av. Larco,0.6031,3.71,1.48,baja,media
1166,702,Av. La Encalada,0.6153,2.43,1.55,alta,media
1167,179,Av. Petit Thouars,0.3155,1.29,1.34,alta,baja
1167,1072,Av. Tomas Marsano,0.317,1.25,0.74,baja,baja
1167,71,Av. Salaverry,0.4278,2.87,1.26,alta,baja
1167,543,Av. Caminos del Inca,0.5968,2.13,1.64,baja,baja
1167,939,Av. Salaverry,0.6617,2.44,2.25,baja,baja
1167,624,Av. El Derby,0.6651,2.37,1.56,baja,baja
1168,655,Av. El Derby,0.1955,2.01,1.55,media,baja
1168,496,Av. Colonial,0.5502,2.16,1.53,alta,baja
1168,894,Av. Caminos del Inca,0.6809,2.25,1.74,baja,baja
1168,238,Av. Angamos,0.7498,2.71,2.15,alta,baja
1168,1433,Av. Javier Prado,0.75,3.28,1.94,alta,baja
1168,1186,Av. Tomas Marsano,0.7902,3.27,1.58,alta,baja
1169,1068,Av. Universitaria,0.3111,1.88,1.22,alta,baja
1169,1060,Av. Aviacion,0.5654,2.0,1.63,media,baja
1169,198,Av. La Marina,0.8659,2.79,1.54,alta,baja
1169,679,Av. La Marina,1.2282,4.8,2.14,media,baja
1169,1140,Av. Petit Thouars,1.392,4.78,2.81,media,baja
1169,486,Av. Larco,1.4151,4.17,2.78,alta,baja
1170,21,Av. Benavides,0.6499,3.48,1.88,media,media
1170,188,Av. El Derby,0.7404,3.4,1.62,alta,media
1170,1366,Av. Colonial,1.2618,4.22,2.29,alta,media
1170,28,Av. Colonial,1.4601,5.7,2.29,alta,media
1170,1209,Av. Larco,1.7738,6.4,3.04,alta,media
1170,1436,Via Expresa,1.8001,5.7,3.46,baja,media
1171,312,Via Expresa,0.3081,1.42,1.46,media,baja
1171,32,Via Expresa,0.4851,2.35,1.54,alta,baja
1171,650,Av. Benavides,0.4938,1.76,1.48,media,baja
1171,882,Av. Caminos del Inca,0.5038,2.81,1.52,media,baja
1171,399,Via Expresa,0.7072,3.06,1.79,media,baja
1171,387,Av. Tomas Marsano,0.8728,3.73,2.22,baja,baja
1172,1082,Av. 28 de Julio,0.2399,1.6,1.37,alta,alta
1172,1421,Av. 28 de Julio,0.3895,2.45,0.94,baja,alta
1172,291,Av. Tomas Marsano,0.7767,4.32,1.39,alta,alta
1172,1017,Av. Benavides,0.8701,3.81,1.39,media,alta
1172,475,Via Expresa,0.9143,4.35,2.44,baja,alta
1172,1179,Av. 28 de Julio,0.9376,4.48,2.37,alta,alta
1173,1159,Av. Petit Thouars,0.2477,1.27,0.78,media,media
1173,435,Av. Primavera,0.2869,2.61,1.73,baja,media
1173,29,Av. El Derby,0.3571,2.71,1.68,baja,media
1173,1147,Av. Primavera,0.4673,2.54,1.54,alta,media
1173,1315,Av. Caminos del Inca,0.5333,3.33,1.31,alta,media
1173,373,Av. Universitaria,0.7045,3.0,2.15,baja,media
1174,1400,Av. Javier Prado,0.0572,1.54,1.46,baja,media
1174,979,Via Expresa,0.1344,2.27,0.76,alta,media
